Nature,Section,DateTimeStamp,ArticleKey,Job,UserName,Wire,Seal,Terminal,ProductionRequestedPieces,ProductionPieces,UserRequestedPieces,TotalGoodPieces,SampleRequestedPieces
SampleStarted,Counter,"11/11/2024,12:17:10",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2177, 1977",,"50543-11000, 11, 11; T50543-11000, 8, 8",,,,,
SampleTerminated,Counter,"11/11/2024,12:17:36",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",,,,,1
ProductionStarted,Counter,"11/11/2024,12:17:45",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"0, 500",,,
ProductionInterrupted,Counter,"11/11/2024,12:17:59",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"7, 7",0,7,
ProductionRestarted,Counter,"11/11/2024,12:18:25",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"7, 7",0,7,
ProductionInterrupted,Counter,"11/11/2024,12:18:50",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"16, 16",0,16,
ProductionRestarted,Counter,"11/11/2024,12:18:52",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"16, 16",0,16,
ProductionInterrupted,Counter,"11/11/2024,12:18:58",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"16, 16",0,16,
ProductionInterrupted,Counter,"11/11/2024,12:19:18",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"18, 18",0,18,
ProductionRestarted,Counter,"11/11/2024,12:19:42",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"18, 18",0,18,
ProductionInterrupted,Counter,"11/11/2024,12:19:52",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"19, 19",0,19,
ProductionRestarted,Counter,"11/11/2024,12:19:54",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"19, 19",0,19,
ProductionInterrupted,Counter,"11/11/2024,12:20:08",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"21, 21",0,21,
ProductionRestarted,Counter,"11/11/2024,12:20:14",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"21, 21",0,21,
ProductionInterrupted,Counter,"11/11/2024,12:20:23",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 2302, 2097",,"50543-11000, 12, 12; T50543-11000, 9, 9",2000,"21, 21",0,21,
ProductionRestarted,Counter,"11/11/2024,12:22:29",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"21, 21",0,21,
ProductionInterrupted,Counter,"11/11/2024,12:22:37",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionRestarted,Counter,"11/11/2024,12:22:39",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionInterrupted,Counter,"11/11/2024,12:22:42",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionRestarted,Counter,"11/11/2024,12:23:11",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionInterrupted,Counter,"11/11/2024,12:23:20",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionRestarted,Counter,"11/11/2024,12:23:23",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
ProductionInterrupted,Counter,"11/11/2024,12:23:32",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4324, 3294",,"50543-11000, 43, 33; T50543-11000, 43, 30",2000,"22, 22",0,22,
LearnStarted,Counter,"11/11/2024,12:23:59",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4728, 3351",,"50543-11000, 50, 34; T50543-11000, 51, 31",,,,,
LearnTerminated,Counter,"11/11/2024,12:24:39",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",,,,,
ProductionRestarted,Counter,"11/11/2024,12:24:48",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"22, 22",0,22,
ProductionInterrupted,Counter,"11/11/2024,12:24:52",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"22, 22",0,22,
ProductionRestarted,Counter,"11/11/2024,12:25:10",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"22, 22",0,22,
ProductionInterrupted,Counter,"11/11/2024,12:26:27",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"66, 66",0,66,
ProductionRestarted,Counter,"11/11/2024,12:26:50",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"66, 66",0,66,
ProductionInterrupted,Counter,"11/11/2024,12:28:08",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 4853, 3471",,"50543-11000, 51, 35; T50543-11000, 51, 31",2000,"113, 113",0,113,
ProductionRestarted,Counter,"11/11/2024,12:30:45",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"113, 113",0,113,
ProductionInterrupted,Counter,"11/11/2024,12:34:16",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"242, 242",0,242,
ProductionRestarted,Counter,"11/11/2024,12:38:41",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"242, 242",0,242,
ProductionInterrupted,Counter,"11/11/2024,12:41:15",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"334, 334",0,334,
ProductionRestarted,Counter,"11/11/2024,12:41:31",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"334, 334",0,334,
ProductionInterrupted,Counter,"11/11/2024,12:41:34",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"334, 334",0,334,
ProductionRestarted,Counter,"11/11/2024,12:41:50",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"334, 334",0,334,
ProductionInterrupted,Counter,"11/11/2024,12:43:13",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"384, 384",0,384,
ProductionRestarted,Counter,"11/11/2024,12:43:29",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"384, 384",0,384,
ProductionInterrupted,Counter,"11/11/2024,12:44:45",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"430, 430",0,430,
ProductionRestarted,Counter,"11/11/2024,12:45:01",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"430, 430",0,430,
ProductionInterrupted,Counter,"11/11/2024,12:45:28",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"445, 445",0,445,
ProductionRestarted,Counter,"11/11/2024,12:45:51",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"445, 445",0,445,
ProductionInterrupted,Counter,"11/11/2024,12:46:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"451, 451",0,451,
ProductionRestarted,Counter,"11/11/2024,12:46:12",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"451, 451",0,451,
ProductionInterrupted,Counter,"11/11/2024,12:47:40",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 10216, 8658",,"50543-11000, 145, 126; T50543-11000, 145, 122",2000,"500, 500",0,500,
ProductionRestarted,Counter,"11/11/2024,12:47:41",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"500, 500",0,500,
ProductionInterrupted,Counter,"11/11/2024,12:50:54",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"615, 115",0,615,
ProductionRestarted,Counter,"11/11/2024,12:50:58",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"615, 115",0,615,
ProductionInterrupted,Counter,"11/11/2024,12:51:35",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"634, 134",0,634,
ProductionRestarted,Counter,"11/11/2024,12:52:38",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"634, 134",0,634,
ProductionInterrupted,Counter,"11/11/2024,12:54:57",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"717, 217",0,717,
ProductionRestarted,Counter,"11/11/2024,12:55:17",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"717, 217",0,717,
ProductionInterrupted,Counter,"11/11/2024,12:55:46",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"733, 233",0,733,
ProductionRestarted,Counter,"11/11/2024,12:56:03",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"733, 233",0,733,
ProductionInterrupted,Counter,"11/11/2024,12:56:59",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"766, 266",0,766,
ProductionRestarted,Counter,"11/11/2024,12:57:19",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"766, 266",0,766,
ProductionInterrupted,Counter,"11/11/2024,13:00:09",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionRestarted,Counter,"11/11/2024,13:00:12",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionInterrupted,Counter,"11/11/2024,13:00:15",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionRestarted,Counter,"11/11/2024,13:00:17",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionInterrupted,Counter,"11/11/2024,13:00:19",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionRestarted,Counter,"11/11/2024,13:00:45",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionInterrupted,Counter,"11/11/2024,13:00:54",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 32907, 30717",,"50543-11000, 543, 513; T50543-11000, 544, 510",2000,"870, 370",0,870,
ProductionRestarted,Counter,"11/11/2024,13:04:19",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"870, 370",0,870,
ProductionInterrupted,Counter,"11/11/2024,13:04:52",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionRestarted,Counter,"11/11/2024,13:05:32",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionInterrupted,Counter,"11/11/2024,13:05:36",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionRestarted,Counter,"11/11/2024,13:05:37",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionInterrupted,Counter,"11/11/2024,13:05:44",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionRestarted,Counter,"11/11/2024,13:07:08",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"888, 388",0,888,
ProductionInterrupted,Counter,"11/11/2024,13:07:57",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"916, 416",0,916,
ProductionRestarted,Counter,"11/11/2024,13:08:14",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"916, 416",0,916,
ProductionInterrupted,Counter,"11/11/2024,13:10:40",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 54681, 51807",,"50543-11000, 925, 883; T50543-11000, 926, 879",2000,"1000, 500",0,1000,
ProductionRestarted,Counter,"11/11/2024,13:10:41",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1000, 500",0,1000,
ProductionInterrupted,Counter,"11/11/2024,13:11:24",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1026, 26",0,1026,
ProductionRestarted,Counter,"11/11/2024,13:11:43",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1026, 26",0,1026,
ProductionInterrupted,Counter,"11/11/2024,13:15:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1149, 149",0,1149,
ProductionRestarted,Counter,"11/11/2024,13:15:26",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1149, 149",0,1149,
ProductionInterrupted,Counter,"11/11/2024,13:18:52",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1273, 273",0,1273,
ProductionRestarted,Counter,"11/11/2024,13:19:11",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1273, 273",0,1273,
ProductionInterrupted,Counter,"11/11/2024,13:20:19",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1311, 311",0,1311,
ProductionRestarted,Counter,"11/11/2024,13:20:35",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 62564, 59217",,"50543-11000, 1059, 1013; T50543-11000, 1063, 1010",2000,"1311, 311",0,1311,
ProductionInterrupted,Counter,"11/11/2024,13:25:46",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1500, 500",0,1500,
ProductionRestarted,Counter,"11/11/2024,13:25:48",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1500, 500",0,1500,
ProductionInterrupted,Counter,"11/11/2024,13:25:59",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1507, 7",0,1507,
ProductionRestarted,Counter,"11/11/2024,13:29:22",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1507, 7",0,1507,
ProductionInterrupted,Counter,"11/11/2024,13:30:37",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1550, 50",0,1550,
ProductionRestarted,Counter,"11/11/2024,13:39:59",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1550, 50",0,1550,
ProductionInterrupted,Counter,"11/11/2024,13:40:05",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1550, 50",0,1550,
ProductionRestarted,Counter,"11/11/2024,13:40:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1550, 50",0,1550,
ProductionInterrupted,Counter,"11/11/2024,13:40:37",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1565, 65",0,1565,
ProductionRestarted,Counter,"11/11/2024,13:40:55",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1565, 65",0,1565,
ProductionInterrupted,Counter,"11/11/2024,13:41:46",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1595, 95",0,1595,
ProductionRestarted,Counter,"11/11/2024,13:42:02",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1595, 95",0,1595,
ProductionInterrupted,Counter,"11/11/2024,13:42:24",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1607, 107",0,1607,
ProductionRestarted,Counter,"11/11/2024,13:42:40",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1607, 107",0,1607,
ProductionInterrupted,Counter,"11/11/2024,13:43:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1622, 122",0,1622,
ProductionRestarted,Counter,"11/11/2024,13:43:24",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1622, 122",0,1622,
ProductionInterrupted,Counter,"11/11/2024,13:43:28",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1623, 123",0,1623,
ProductionRestarted,Counter,"11/11/2024,13:43:43",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1623, 123",0,1623,
ProductionInterrupted,Counter,"11/11/2024,13:45:04",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1672, 172",0,1672,
ProductionRestarted,Counter,"11/11/2024,13:45:22",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1672, 172",0,1672,
ProductionInterrupted,Counter,"11/11/2024,13:46:00",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1692, 192",0,1692,
ProductionRestarted,Counter,"11/11/2024,13:46:16",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1692, 192",0,1692,
ProductionInterrupted,Counter,"11/11/2024,13:47:46",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1746, 246",0,1746,
ProductionRestarted,Counter,"11/11/2024,13:48:01",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1746, 246",0,1746,
ProductionInterrupted,Counter,"11/11/2024,13:48:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1748, 248",0,1748,
ProductionRestarted,Counter,"11/11/2024,13:48:22",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1748, 248",0,1748,
ProductionInterrupted,Counter,"11/11/2024,13:48:49",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1763, 263",0,1763,
ProductionRestarted,Counter,"11/11/2024,13:49:03",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1763, 263",0,1763,
ProductionInterrupted,Counter,"11/11/2024,13:51:08",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1839, 339",0,1839,
ProductionRestarted,Counter,"11/11/2024,13:51:24",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1839, 339",0,1839,
ProductionInterrupted,Counter,"11/11/2024,13:52:02",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1855, 355",0,1855,
ProductionRestarted,Counter,"11/11/2024,13:52:16",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1855, 355",0,1855,
ProductionInterrupted,Counter,"11/11/2024,13:52:16",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1855, 355",0,1855,
ProductionRestarted,Counter,"11/11/2024,13:52:18",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1855, 355",0,1855,
ProductionInterrupted,Counter,"11/11/2024,13:52:53",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1875, 375",0,1875,
ProductionRestarted,Counter,"11/11/2024,13:53:07",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1875, 375",0,1875,
ProductionInterrupted,Counter,"11/11/2024,13:53:11",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1876, 376",0,1876,
ProductionRestarted,Counter,"11/11/2024,13:53:25",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1876, 376",0,1876,
ProductionInterrupted,Counter,"11/11/2024,13:53:28",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1876, 376",0,1876,
ProductionRestarted,Counter,"11/11/2024,13:53:45",56961_-10,"56961_-10, 1",ABDELKARIM,"CU31CR005, 91520, 87717",,"50543-11000, 1567, 1513; T50543-11000, 1571, 1510",2000,"1876, 376",0,1876,
