Nature,Section,DateTimeStamp,ArticleKey,Job,UserName,Wire,Seal,Terminal,ProductionRequestedPieces,ProductionPieces,UserRequestedPieces,TotalGoodPieces,SampleRequestedPieces
SampleStarted,Counter,"04/11/2024,06:40:41",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257627163, 255757837",,-,,,,,3
SampleTerminated,Counter,"04/11/2024,06:40:57",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257627783, 255757837",,-,,,,,3
ProductionRestarted,Counter,"04/11/2024,06:45:16",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257627783, 255757837",,-,10000,,47,2446,
ProductionInterrupted,Counter,"04/11/2024,06:47:37",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257653071, 255782951",,-,10000,,47,2504,
ProductionRestarted,Counter,"04/11/2024,06:47:47",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257653071, 255782951",,-,10000,,47,2504,
ProductionInterrupted,Counter,"04/11/2024,06:48:23",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257659566, 255789446",,-,10000,,47,2519,
ProductionRestarted,Counter,"04/11/2024,06:48:28",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257659566, 255789446",,-,10000,,47,2519,
ProductionInterrupted,Counter,"04/11/2024,06:49:39",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257671690, 255801570",,-,10000,,47,2547,
ProductionRestarted,Counter,"04/11/2024,06:53:43",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257671690, 255801570",,-,10000,,47,2547,
ProductionInterrupted,Counter,"04/11/2024,06:54:12",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257676886, 255806766",,-,10000,,47,2559,
ProductionRestarted,Counter,"04/11/2024,06:54:21",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257676886, 255806766",,-,10000,,47,2559,
ProductionInterrupted,Counter,"04/11/2024,06:57:57",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257714990, 255844870",,-,10000,,47,2647,
ProductionRestarted,Counter,"04/11/2024,06:58:03",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257714990, 255844870",,-,10000,,47,2647,
ProductionInterrupted,Counter,"04/11/2024,07:02:17",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257759589, 255889469",,-,10000,,50,2750,
ProductionRestarted,Counter,"04/11/2024,07:02:24",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257759589, 255889469",,-,10000,,50,2750,
ProductionInterrupted,Counter,"04/11/2024,07:03:30",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257771280, 255901160",,-,10000,,50,2777,
ProductionRestarted,Counter,"04/11/2024,07:03:37",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257771280, 255901160",,-,10000,,50,2777,
ProductionInterrupted,Counter,"04/11/2024,07:04:26",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257779940, 255909820",,-,10000,,53,2797,
SampleStarted,Counter,"04/11/2024,07:05:04",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257779940, 255909820",,-,,,,,3
SampleTerminated,Counter,"04/11/2024,07:05:23",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257781409, 255909820",,-,,,,,3
SampleStarted,Counter,"04/11/2024,07:05:58",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257781409, 255909820",,-,,,,,1
SampleTerminated,Counter,"04/11/2024,07:06:09",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257781729, 255909820",,-,,,,,1
ProductionRestarted,Counter,"04/11/2024,07:06:28",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257781729, 255909820",,-,10000,,53,2797,
ProductionInterrupted,Counter,"04/11/2024,07:08:32",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257806147, 255934068",,-,10000,,53,2853,
ProductionRestarted,Counter,"04/11/2024,07:08:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257806147, 255934068",,-,10000,,53,2853,
ProductionInterrupted,Counter,"04/11/2024,07:12:20",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257849447, 255977368",,-,10000,,53,2953,
ProductionRestarted,Counter,"04/11/2024,07:12:26",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257849447, 255977368",,-,10000,,53,2953,
ProductionInterrupted,Counter,"04/11/2024,07:16:08",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257892747, 256020668",,-,10000,,53,3053,
ProductionRestarted,Counter,"04/11/2024,07:16:14",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257892747, 256020668",,-,10000,,53,3053,
ProductionInterrupted,Counter,"04/11/2024,07:20:00",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257936480, 256064401",,-,10000,,54,3154,
ProductionRestarted,Counter,"04/11/2024,07:20:06",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257936480, 256064401",,-,10000,,54,3154,
ProductionInterrupted,Counter,"04/11/2024,07:22:00",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257936480, 256064401",,-,10000,,54,3205,
ProductionRestarted,Counter,"04/11/2024,07:23:41",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257958563, 256086484",,-,10000,,54,3205,
ProductionInterrupted,Counter,"04/11/2024,07:25:37",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257980816, 256108567",,-,10000,,56,3256,
ProductionRestarted,Counter,"04/11/2024,07:27:23",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257980816, 256108567",,-,10000,,56,3256,
ProductionInterrupted,Counter,"04/11/2024,07:28:13",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257980816, 256108567",,-,10000,,56,3278,
ProductionRestarted,Counter,"04/11/2024,07:33:26",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 257990775, 256118093",,-,10000,,56,3278,
ProductionInterrupted,Counter,"04/11/2024,07:36:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258024719, 256151867",,-,10000,,56,3356,
ProductionRestarted,Counter,"04/11/2024,07:36:24",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258024719, 256151867",,-,10000,,56,3356,
ProductionInterrupted,Counter,"04/11/2024,07:40:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258068019, 256195167",,-,10000,,56,3456,
ProductionRestarted,Counter,"04/11/2024,07:40:11",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258068019, 256195167",,-,10000,,56,3456,
ProductionInterrupted,Counter,"04/11/2024,07:43:53",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258111319, 256238467",,-,10000,,56,3556,
ProductionRestarted,Counter,"04/11/2024,07:43:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258111319, 256238467",,-,10000,,56,3556,
ProductionInterrupted,Counter,"04/11/2024,07:47:40",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258154619, 256281767",,-,10000,,56,3656,
ProductionRestarted,Counter,"04/11/2024,07:47:46",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258154619, 256281767",,-,10000,,56,3656,
ProductionInterrupted,Counter,"04/11/2024,07:51:27",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258197919, 256325067",,-,10000,,56,3756,
ProductionRestarted,Counter,"04/11/2024,07:51:34",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258197919, 256325067",,-,10000,,56,3756,
ProductionInterrupted,Counter,"04/11/2024,07:52:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258210476, 256337624",,-,10000,,56,3785,
ProductionRestarted,Counter,"04/11/2024,07:56:13",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258210476, 256337624",,-,10000,,56,3785,
ProductionInterrupted,Counter,"04/11/2024,07:58:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258242951, 256370099",,-,10000,,60,3860,
ProductionRestarted,Counter,"04/11/2024,07:59:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258242951, 256370099",,-,10000,,60,3860,
ProductionInterrupted,Counter,"04/11/2024,08:02:46",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258286251, 256413399",,-,10000,,60,3960,
ProductionRestarted,Counter,"04/11/2024,08:02:52",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258286251, 256413399",,-,10000,,60,3960,
ProductionInterrupted,Counter,"04/11/2024,08:06:33",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258329551, 256456699",,-,10000,,60,4060,
ProductionRestarted,Counter,"04/11/2024,08:06:39",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258329551, 256456699",,-,10000,,60,4060,
ProductionInterrupted,Counter,"04/11/2024,08:09:08",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258348170, 256474885",,-,10000,,60,4102,
ProductionRestarted,Counter,"04/11/2024,08:10:36",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258348170, 256474885",,-,10000,,60,4102,
ProductionInterrupted,Counter,"04/11/2024,08:12:51",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258374320, 256500865",,-,10000,,62,4162,
ProductionRestarted,Counter,"04/11/2024,08:15:43",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258374320, 256500865",,-,10000,,62,4162,
ProductionInterrupted,Counter,"04/11/2024,08:17:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258374320, 256500865",,-,10000,,62,4205,
ProductionRestarted,Counter,"04/11/2024,08:19:29",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258393372, 256519917",,-,10000,,62,4206,
ProductionInterrupted,Counter,"04/11/2024,08:21:31",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258417790, 256544165",,-,10000,,62,4262,
ProductionRestarted,Counter,"04/11/2024,08:21:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258417790, 256544165",,-,10000,,62,4262,
ProductionInterrupted,Counter,"04/11/2024,08:22:33",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258428615, 256554990",,-,10000,,62,4287,
ProductionRestarted,Counter,"04/11/2024,08:22:41",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258428615, 256554990",,-,10000,,62,4287,
ProductionInterrupted,Counter,"04/11/2024,08:23:02",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258428615, 256554990",,-,10000,,62,4297,
ProductionRestarted,Counter,"04/11/2024,08:25:51",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258432945, 256559320",,-,10000,,62,4297,
ProductionInterrupted,Counter,"04/11/2024,08:28:24",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258462759, 256588764",,-,10000,,65,4365,
SampleStarted,Counter,"04/11/2024,08:29:58",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258462759, 256588764",,-,,,,,1
SampleTerminated,Counter,"04/11/2024,08:30:10",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258463362, 256588764",,-,,,,,1
ProductionRestarted,Counter,"04/11/2024,08:30:58",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258463362, 256588764",,-,10000,,65,4365,
ProductionInterrupted,Counter,"04/11/2024,08:34:39",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258506832, 256632064",,-,10000,,65,4465,
ProductionRestarted,Counter,"04/11/2024,08:34:45",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258506832, 256632064",,-,10000,,65,4465,
ProductionInterrupted,Counter,"04/11/2024,08:38:25",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258550132, 256675364",,-,10000,,65,4565,
ProductionRestarted,Counter,"04/11/2024,08:38:32",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258550132, 256675364",,-,10000,,65,4565,
ProductionInterrupted,Counter,"04/11/2024,08:42:12",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258593432, 256718664",,-,10000,,65,4665,
ProductionRestarted,Counter,"04/11/2024,08:42:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258593432, 256718664",,-,10000,,65,4665,
ProductionInterrupted,Counter,"04/11/2024,08:45:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258636732, 256761964",,-,10000,,65,4765,
ProductionRestarted,Counter,"04/11/2024,08:46:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258636732, 256761964",,-,10000,,65,4765,
ProductionInterrupted,Counter,"04/11/2024,08:49:45",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258680032, 256805264",,-,10000,,65,4865,
ProductionRestarted,Counter,"04/11/2024,08:49:51",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258680032, 256805264",,-,10000,,65,4865,
ProductionInterrupted,Counter,"04/11/2024,08:53:33",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258723332, 256848564",,-,10000,,65,4965,
ProductionRestarted,Counter,"04/11/2024,08:53:39",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258723332, 256848564",,-,10000,,65,4965,
ProductionInterrupted,Counter,"04/11/2024,08:57:22",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258766632, 256891864",,-,10000,,65,5065,
ProductionRestarted,Counter,"04/11/2024,08:57:28",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258766632, 256891864",,-,10000,,65,5065,
ProductionInterrupted,Counter,"04/11/2024,09:01:11",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258809932, 256935164",,-,10000,,65,5165,
ProductionRestarted,Counter,"04/11/2024,09:01:17",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258809932, 256935164",,-,10000,,65,5165,
ProductionInterrupted,Counter,"04/11/2024,09:04:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258853232, 256978464",,-,10000,,65,5265,
ProductionRestarted,Counter,"04/11/2024,09:05:06",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258853232, 256978464",,-,10000,,65,5265,
ProductionInterrupted,Counter,"04/11/2024,09:08:47",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258896532, 257021764",,-,10000,,65,5365,
ProductionRestarted,Counter,"04/11/2024,09:08:54",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258896532, 257021764",,-,10000,,65,5365,
ProductionInterrupted,Counter,"04/11/2024,09:12:37",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258939832, 257065064",,-,10000,,65,5465,
ProductionRestarted,Counter,"04/11/2024,09:12:43",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258939832, 257065064",,-,10000,,65,5465,
ProductionInterrupted,Counter,"04/11/2024,09:13:07",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258944595, 257069827",,-,10000,,65,5476,
ProductionRestarted,Counter,"04/11/2024,09:13:13",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258944595, 257069827",,-,10000,,65,5476,
ProductionInterrupted,Counter,"04/11/2024,09:16:30",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258983132, 257108364",,-,10000,,65,5565,
ProductionRestarted,Counter,"04/11/2024,09:16:36",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 258983132, 257108364",,-,10000,,65,5565,
ProductionInterrupted,Counter,"04/11/2024,09:20:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259026432, 257151664",,-,10000,,65,5665,
ProductionRestarted,Counter,"04/11/2024,09:20:24",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259026432, 257151664",,-,10000,,65,5665,
ProductionInterrupted,Counter,"04/11/2024,09:21:37",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259040721, 257165953",,-,10000,,65,5698,
ProductionRestarted,Counter,"04/11/2024,09:22:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259040721, 257165953",,-,10000,,65,5698,
ProductionInterrupted,Counter,"04/11/2024,09:24:32",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259069732, 257194964",,-,10000,,65,5765,
ProductionRestarted,Counter,"04/11/2024,09:24:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259069732, 257194964",,-,10000,,65,5765,
ProductionInterrupted,Counter,"04/11/2024,09:28:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259113032, 257238264",,-,10000,,65,5865,
ProductionRestarted,Counter,"04/11/2024,09:28:24",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259113032, 257238264",,-,10000,,65,5865,
ProductionInterrupted,Counter,"04/11/2024,09:32:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259156332, 257281564",,-,10000,,65,5965,
ProductionRestarted,Counter,"04/11/2024,09:32:11",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259156332, 257281564",,-,10000,,65,5965,
ProductionInterrupted,Counter,"04/11/2024,09:35:52",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259199632, 257324864",,-,10000,,65,6065,
ProductionRestarted,Counter,"04/11/2024,09:35:58",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259199632, 257324864",,-,10000,,65,6065,
ProductionInterrupted,Counter,"04/11/2024,09:39:43",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259242932, 257368164",,-,10000,,65,6165,
ProductionRestarted,Counter,"04/11/2024,09:47:53",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259242932, 257368164",,-,10000,,65,6165,
ProductionInterrupted,Counter,"04/11/2024,09:51:36",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259286665, 257411897",,-,10000,,66,6266,
ProductionRestarted,Counter,"04/11/2024,09:51:42",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259286665, 257411897",,-,10000,,66,6266,
ProductionInterrupted,Counter,"04/11/2024,09:55:23",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259329965, 257455197",,-,10000,,66,6366,
ProductionRestarted,Counter,"04/11/2024,09:55:29",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259329965, 257455197",,-,10000,,66,6366,
ProductionInterrupted,Counter,"04/11/2024,09:59:11",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259373265, 257498497",,-,10000,,66,6466,
ProductionRestarted,Counter,"04/11/2024,09:59:17",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259373265, 257498497",,-,10000,,66,6466,
ProductionInterrupted,Counter,"04/11/2024,10:02:57",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259416565, 257541797",,-,10000,,66,6566,
ProductionRestarted,Counter,"04/11/2024,10:03:03",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259416565, 257541797",,-,10000,,66,6566,
ProductionInterrupted,Counter,"04/11/2024,10:06:45",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259459865, 257585097",,-,10000,,66,6666,
ProductionRestarted,Counter,"04/11/2024,10:06:51",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259459865, 257585097",,-,10000,,66,6666,
ProductionInterrupted,Counter,"04/11/2024,10:10:32",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259503165, 257628397",,-,10000,,66,6766,
ProductionRestarted,Counter,"04/11/2024,10:10:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259503165, 257628397",,-,10000,,66,6766,
ProductionInterrupted,Counter,"04/11/2024,10:14:19",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259546465, 257671697",,-,10000,,66,6866,
ProductionRestarted,Counter,"04/11/2024,10:14:25",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259546465, 257671697",,-,10000,,66,6866,
ProductionInterrupted,Counter,"04/11/2024,10:18:07",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259589765, 257714997",,-,10000,,66,6966,
ProductionRestarted,Counter,"04/11/2024,10:18:14",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259589765, 257714997",,-,10000,,66,6966,
ProductionInterrupted,Counter,"04/11/2024,10:21:56",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259633065, 257758297",,-,10000,,66,7066,
ProductionRestarted,Counter,"04/11/2024,10:22:02",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259633065, 257758297",,-,10000,,66,7066,
ProductionInterrupted,Counter,"04/11/2024,10:25:47",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259676365, 257801597",,-,10000,,66,7166,
ProductionRestarted,Counter,"04/11/2024,10:27:18",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259676365, 257801597",,-,10000,,66,7166,
ProductionInterrupted,Counter,"04/11/2024,10:30:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259719835, 257844897",,-,10000,,66,7266,
ProductionRestarted,Counter,"04/11/2024,10:31:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259719835, 257844897",,-,10000,,66,7266,
ProductionInterrupted,Counter,"04/11/2024,10:34:47",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259763135, 257888197",,-,10000,,66,7366,
ProductionRestarted,Counter,"04/11/2024,10:34:53",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259763135, 257888197",,-,10000,,66,7366,
ProductionInterrupted,Counter,"04/11/2024,10:38:35",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259806435, 257931497",,-,10000,,66,7466,
ProductionRestarted,Counter,"04/11/2024,10:38:41",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259806435, 257931497",,-,10000,,66,7466,
ProductionInterrupted,Counter,"04/11/2024,10:42:23",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259849735, 257974797",,-,10000,,66,7566,
ProductionRestarted,Counter,"04/11/2024,10:42:29",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259849735, 257974797",,-,10000,,66,7566,
ProductionInterrupted,Counter,"04/11/2024,10:46:11",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259893035, 258018097",,-,10000,,66,7666,
ProductionRestarted,Counter,"04/11/2024,10:46:17",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259893035, 258018097",,-,10000,,66,7666,
ProductionInterrupted,Counter,"04/11/2024,10:49:59",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259936335, 258061397",,-,10000,,66,7766,
ProductionRestarted,Counter,"04/11/2024,10:50:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259936335, 258061397",,-,10000,,66,7766,
ProductionInterrupted,Counter,"04/11/2024,10:53:47",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259979635, 258104697",,-,10000,,66,7866,
ProductionRestarted,Counter,"04/11/2024,10:53:54",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259979635, 258104697",,-,10000,,66,7866,
ProductionInterrupted,Counter,"04/11/2024,10:55:02",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259993058, 258118120",,-,10000,,66,7897,
ProductionRestarted,Counter,"04/11/2024,11:29:05",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 259993058, 258118120",,-,10000,,66,7897,
ProductionInterrupted,Counter,"04/11/2024,11:31:38",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260022935, 258147997",,-,10000,,66,7966,
ProductionRestarted,Counter,"04/11/2024,11:31:44",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260022935, 258147997",,-,10000,,66,7966,
ProductionInterrupted,Counter,"04/11/2024,11:35:26",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260066235, 258191297",,-,10000,,66,8066,
ProductionRestarted,Counter,"04/11/2024,11:35:33",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260066235, 258191297",,-,10000,,66,8066,
ProductionInterrupted,Counter,"04/11/2024,11:39:15",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260109535, 258234597",,-,10000,,66,8166,
ProductionRestarted,Counter,"04/11/2024,11:39:21",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260109535, 258234597",,-,10000,,66,8166,
ProductionInterrupted,Counter,"04/11/2024,11:43:03",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260152835, 258277897",,-,10000,,66,8266,
ProductionRestarted,Counter,"04/11/2024,11:43:10",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260152835, 258277897",,-,10000,,66,8266,
ProductionInterrupted,Counter,"04/11/2024,11:46:52",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260196135, 258321197",,-,10000,,66,8366,
ProductionRestarted,Counter,"04/11/2024,11:46:58",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260196135, 258321197",,-,10000,,66,8366,
ProductionInterrupted,Counter,"04/11/2024,11:50:45",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260239435, 258364497",,-,10000,,66,8466,
ProductionRestarted,Counter,"04/11/2024,11:50:50",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260239435, 258364497",,-,10000,,66,8466,
ProductionInterrupted,Counter,"04/11/2024,11:54:33",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260282735, 258407797",,-,10000,,66,8566,
ProductionRestarted,Counter,"04/11/2024,11:54:39",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260282735, 258407797",,-,10000,,66,8566,
ProductionInterrupted,Counter,"04/11/2024,11:58:22",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260326035, 258451097",,-,10000,,66,8666,
ProductionRestarted,Counter,"04/11/2024,11:58:28",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260326035, 258451097",,-,10000,,66,8666,
ProductionInterrupted,Counter,"04/11/2024,12:02:14",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260369335, 258494397",,-,10000,,66,8766,
ProductionRestarted,Counter,"04/11/2024,12:03:30",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260369335, 258494397",,-,10000,,66,8766,
ProductionInterrupted,Counter,"04/11/2024,12:07:13",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260412635, 258537697",,-,10000,,66,8866,
ProductionRestarted,Counter,"04/11/2024,12:07:19",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260412635, 258537697",,-,10000,,66,8866,
ProductionInterrupted,Counter,"04/11/2024,12:11:02",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260455935, 258580997",,-,10000,,66,8966,
ProductionRestarted,Counter,"04/11/2024,12:11:08",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260455935, 258580997",,-,10000,,66,8966,
ProductionInterrupted,Counter,"04/11/2024,12:14:51",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260499235, 258624297",,-,10000,,66,9066,
ProductionRestarted,Counter,"04/11/2024,12:14:57",57781_-1,"57781_-1, 1",MED AMIN,"CM59C-990, 260499235, 258624297",,-,10000,,66,9066,
